epoch,accuracy,loss,val_accuracy,val_loss
0,0.2755681872367859,55.039154052734375,0.1388888955116272,49.27751922607422
1,0.25,50.31587600708008,0.1388888955116272,49.24803924560547
2,0.30454546213150024,46.68912124633789,0.1388888955116272,41.526973724365234
3,0.0,41.58797073364258,0.1388888955116272,41.42029571533203
4,0.33522728085517883,39.22959518432617,0.5625,37.49293518066406
5,0.5,37.64033126831055,0.5625,37.4882926940918
6,0.30397728085517883,35.19878005981445,0.14351852238178253,31.18802261352539
7,0.0,34.02755355834961,0.14351852238178253,31.18056297302246
8,0.3289772868156433,29.08344268798828,0.14351852238178253,26.58728790283203
9,0.0,27.408275604248047,0.1388888955116272,26.60477638244629
10,0.32102271914482117,26.106525421142578,0.5185185074806213,24.962236404418945
11,0.5,24.35219955444336,0.5185185074806213,24.954036712646484
12,0.38749998807907104,24.856355667114258,0.2777777910232544,24.394954681396484
13,0.0,25.89008903503418,0.30324074625968933,24.28904151916504
14,0.3693181872367859,22.450794219970703,0.5138888955116272,20.29463005065918
15,0.5,20.980085372924805,0.5115740895271301,20.29621696472168
16,0.40340909361839294,19.13709831237793,0.3611111044883728,17.916208267211914
17,0.25,18.143016815185547,0.36574074625968933,18.013757705688477
18,0.4420454502105713,17.062517166137695,0.5023148059844971,15.697845458984375
19,0.25,16.392641067504883,0.5,15.687607765197754
20,0.4522727131843567,15.474736213684082,0.48148149251937866,14.55372428894043
21,0.5,16.583505630493164,0.49537035822868347,14.566092491149902
22,0.44488635659217834,14.770143508911133,0.5277777910232544,14.138643264770508
23,0.25,14.1555757522583,0.5208333134651184,14.143217086791992
24,0.4727272689342499,14.055959701538086,0.6064814925193787,13.568937301635742
25,0.5,13.144824028015137,0.5995370149612427,13.579510688781738
26,0.44545453786849976,13.834574699401855,0.6273148059844971,13.391510009765625
27,0.5,13.852677345275879,0.6435185074806213,13.405975341796875
28,0.4789772629737854,13.942675590515137,0.6666666865348816,12.639971733093262
29,0.25,12.841874122619629,0.6643518805503845,12.632097244262695
30,0.5176136493682861,12.668010711669922,0.4027777910232544,12.283644676208496
31,0.5,11.359122276306152,0.4027777910232544,12.284167289733887
32,0.5426136255264282,11.551037788391113,0.6041666865348816,10.783292770385742
33,0.5,10.731240272521973,0.6087962985038757,10.772758483886719
34,0.5301136374473572,10.719550132751465,0.6944444179534912,9.89166259765625
35,0.5,11.555970191955566,0.7199074029922485,9.898443222045898
36,0.5676136612892151,9.948898315429688,0.39814814925193787,9.639265060424805
37,0.25,9.871459007263184,0.38425925374031067,9.632925987243652
38,0.5755681991577148,9.308570861816406,0.5995370149612427,8.77133560180664
39,0.75,8.36305046081543,0.5879629850387573,8.778947830200195
40,0.5681818127632141,8.699382781982422,0.5393518805503845,8.18907356262207
41,0.75,7.91324520111084,0.5300925970077515,8.206586837768555
42,0.6068181991577148,8.103404998779297,0.6134259104728699,7.704452037811279
43,0.25,11.1541166305542,0.6412037014961243,7.709259510040283
44,0.6136363744735718,7.9733991622924805,0.7175925970077515,7.2066521644592285
45,0.75,7.731187343597412,0.7175925970077515,7.197289943695068
46,0.6403409242630005,7.527139186859131,0.6944444179534912,7.058652400970459
47,0.5,7.6708574295043945,0.6921296119689941,7.057403564453125
48,0.6267045736312866,7.208807945251465,0.7106481194496155,6.712047576904297
49,0.75,6.434419631958008,0.7106481194496155,6.708466529846191
50,0.6607954502105713,6.861178874969482,0.7569444179534912,6.437053203582764
51,0.5,6.6291728019714355,0.7592592835426331,6.429378509521484
52,0.6806818246841431,6.671209335327148,0.7638888955116272,6.285867691040039
53,1.0,5.993564605712891,0.7592592835426331,6.2855353355407715
54,0.6619318127632141,6.605355739593506,0.7662037014961243,6.217162609100342
55,0.75,6.898527145385742,0.7685185074806213,6.217702388763428
56,0.625,7.014348030090332,0.7291666865348816,6.739013195037842
57,0.75,6.643234729766846,0.7314814925193787,6.727740287780762
58,0.5971590876579285,6.969218730926514,0.4236111044883728,6.915536880493164
59,0.5,7.019585609436035,0.4236111044883728,6.919829368591309
60,0.6454545259475708,6.425351142883301,0.6736111044883728,5.811290264129639
61,0.5,5.818122863769531,0.6736111044883728,5.81777286529541
62,0.6505681872367859,5.95211935043335,0.6759259104728699,5.495163440704346
63,0.5,6.396665573120117,0.6898148059844971,5.481313228607178
64,0.6545454263687134,5.730963706970215,0.6967592835426331,5.081765651702881
65,0.25,7.1403093338012695,0.6898148059844971,5.086446285247803
66,0.6499999761581421,5.406144142150879,0.6342592835426331,4.932852745056152
67,0.5,4.944462299346924,0.6157407164573669,4.952403545379639
68,0.6596590876579285,4.953675746917725,0.6574074029922485,4.671742916107178
69,1.0,4.1905622482299805,0.6620370149612427,4.673549175262451
70,0.6642045378684998,4.744631767272949,0.6921296119689941,4.293437480926514
71,0.75,3.8943068981170654,0.6759259104728699,4.293281555175781
72,0.6880682110786438,4.426220417022705,0.7314814925193787,4.03607177734375
73,0.75,4.080202579498291,0.7337962985038757,4.03878116607666
74,0.6926136612892151,4.136687278747559,0.7129629850387573,3.8219540119171143
75,0.5,4.479053497314453,0.7129629850387573,3.8139448165893555
76,0.7193182110786438,3.9175429344177246,0.7037037014961243,3.691679000854492
