epoch,accuracy,loss,val_accuracy,val_loss
0,0.30000001192092896,52.66145706176758,0.1388888955116272,47.261573791503906
1,0.75,46.12227249145508,0.1388888955116272,47.20920181274414
2,0.3125,44.595970153808594,0.15509259700775146,39.752132415771484
3,0.25,39.092655181884766,0.15509259700775146,39.630367279052734
4,0.33636364340782166,37.66272735595703,0.15509259700775146,36.10737228393555
5,0.5,35.36211395263672,0.15509259700775146,36.09611511230469
6,0.3602272868156433,33.88108444213867,0.14351852238178253,30.287864685058594
7,0.25,32.06385040283203,0.14351852238178253,30.228731155395508
8,0.45568183064460754,28.059175491333008,0.5625,26.16699981689453
9,0.25,27.523643493652344,0.5625,26.125999450683594
10,0.47215908765792847,25.074214935302734,0.5347222089767456,24.287288665771484
11,0.25,24.7379207611084,0.5347222089767456,24.282814025878906
12,0.48068180680274963,24.050020217895508,0.46990740299224854,22.994029998779297
13,0.75,22.6309757232666,0.46296295523643494,22.959157943725586
14,0.4738636314868927,21.536312103271484,0.28935185074806213,20.405729293823242
15,0.25,19.549407958984375,0.33101850748062134,20.29813003540039
16,0.5238636136054993,18.45564079284668,0.6018518805503845,16.79086685180664
17,0.5,16.91530418395996,0.6203703880310059,16.706806182861328
18,0.5301136374473572,16.285383224487305,0.6504629850387573,14.937139511108398
19,0.75,15.053719520568848,0.6504629850387573,14.92654037475586
20,0.5227272510528564,15.12867546081543,0.5254629850387573,14.273694038391113
21,0.5,14.274044036865234,0.5555555820465088,14.258744239807129
22,0.5443181991577148,14.122931480407715,0.5555555820465088,13.43204402923584
23,0.5,13.864923477172852,0.5578703880310059,13.409266471862793
24,0.5806818008422852,13.497306823730469,0.5879629850387573,13.008988380432129
25,0.5,13.443387031555176,0.5925925970077515,13.010210037231445
26,0.5670454502105713,13.250761985778809,0.5671296119689941,13.064411163330078
27,0.5,13.164591789245605,0.5069444179534912,13.208786964416504
28,0.5443181991577148,13.298069953918457,0.5509259104728699,12.105751991271973
29,0.0,17.30287742614746,0.6296296119689941,12.086833953857422
30,0.5267045497894287,12.63196086883545,0.6342592835426331,11.472521781921387
31,0.75,12.63443660736084,0.5671296119689941,11.597684860229492
32,0.5448863506317139,12.369384765625,0.3958333432674408,12.169672966003418
33,0.5,11.463671684265137,0.38425925374031067,12.253172874450684
34,0.5727272629737854,11.034372329711914,0.6527777910232544,10.099699974060059
35,0.5,10.779651641845703,0.6689814925193787,10.115604400634766
36,0.5698863863945007,10.090483665466309,0.6481481194496155,9.181282997131348
37,0.25,10.312944412231445,0.6435185074806213,9.19308090209961
38,0.5960227251052856,9.322976112365723,0.6759259104728699,8.566542625427246
39,0.75,8.995953559875488,0.6898148059844971,8.56155014038086
40,0.5954545736312866,8.717455863952637,0.5648148059844971,8.194863319396973
41,1.0,7.978696823120117,0.5856481194496155,8.169548988342285
42,0.6068181991577148,8.140048027038574,0.6458333134651184,7.558917045593262
43,0.5,7.77808952331543,0.6435185074806213,7.55240535736084
44,0.6409090757369995,7.594054222106934,0.6458333134651184,7.073239803314209
45,0.5,7.22368049621582,0.6435185074806213,7.071232318878174
46,0.6318181753158569,7.228246688842773,0.6458333134651184,6.729586124420166
47,0.5,7.251946926116943,0.6527777910232544,6.726898193359375
